name,state,city,address,lattitude,longitude,type,ac_slow_price,ac_fast_price,dc_slow_price,dc_fast_price
MH|MUMBAI|POWAI#HIRANANDANI GARDENS,Maharashtra,MUMBAI,"TECHNOLOGY ST,HIRANANADANI GARDENS,SAINATH NAGAR,POWAI,MUMBAI,MAHARASHTARA 400076",19.1200,72.9141,24.0,9.722366630641318,13.748462077939386,17.56528290982816,19.605999973510464
MH|TALASARI|HOTEL SAHYADRI,Maharashtra,MUMBAI,"HOTEL SAHYADRI,TALASARI,AJMER ROAD,ACHAD,MAHARASHTRA 401606",20.2212,72.8812,24.0,9.75191953276308,11.891128249369338,17.0678033042054,22.51020173308222
"GJ|NAVSARI|NH 8,GRID ROAD",Gujarat,NAVSARI,"HOTEL  FUN CITY(PURE VEG),NH 8,GRID ROAD,BESIDE PEEDEE ELECTRONCS,KABILPORE,NAVSARI",20.9446,72.9628,24.0,8.65286089500469,13.07348129415815,17.259717702054058,23.82190318893919
McDonalds,Maharashtra,Kolhapur,"Shop No 1C, Hissa No 1, Plot No 1/K1, next to Klin Fuel Technology, Sarnobatwadi Kolhapur Maharashtra 416004",16.6869187,74.2703805,21.0,9.83293586665609,13.162531193913061,17.003660722528615,22.71656252946915
"Select Cars, Sanath Nagar",Maharashtra,Hyderabad,"B-51, APIIC Rd, IDA Kukatpally, Sanath Nagar, Hyderabad, Telangana 500018",17.45608,78.44656,7.0,9.859914447272699,14.054883792273541,15.687539852795794,22.33709123478803
"Select Cars, Alkapuri",Maharashtra,Hyderabad,"ALKAPURI X ROADS, Nagole, Hyderabad, Telangana 500068",17.3649,78.55747,7.0,7.26379042173328,12.91612639038548,15.160660899509075,21.10925204791316
"Ginger Mumbai, Andheri East",Maharashtra,Mumbai,"Teli - Gali Road, Andheri (East), Mumbai - 400069",19.11599,72.85018,7.0,7.452285905629875,11.06215600352053,16.757953872671294,18.955319347915125
"Tata Power RS, Versova",Maharashtra,Mumbai,"KL Walawalkar Marg, Sahayog Nagar, Bhudargarh Colony, Andheri West, Mumbai, Maharashtra 400102",19.13052,72.83056,7.0,7.424128550546357,13.235070261120034,17.06644512992513,18.972466948173462
"Inderjit Cars, Andheri West",Maharashtra,Mumbai,"1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",19.14207,72.83241,7.0,7.27349598331362,11.821979976941392,17.901927668664687,22.721073312856994
"Heritage Motors, Panchpakhadi",Maharashtra,Thane,"3/4, Meena Apartment, Panchpakhadi, Eastern Exp Highway, Thane West u00e2u0080u0093 Pokran Upvan, Thane - 400606",19.1972,72.96321,7.0,8.318374447752518,11.189640557598125,17.265031815583896,23.773318136621718
"Tata Power, Vikhroli",Maharashtra,Mumbai,"The Tata Power Company Limited, 400 kV Project, Vikhroli Sub Station, Godrej Soap Premises, Vikhroli (East), Mumbai 400079",19.095269,72.926195,7.0,9.153630749964371,12.117628687635847,16.515245670115487,19.547067246054016
"SAB Motors, Patel Nagar",Uttar Pradesh,Ghaziabad,"G-94, Patel Nagar - III, Ghaziabad, Uttar Pradesh - 201001",28.67458,77.42895,7.0,7.036805074957167,12.404375526746879,15.27092626817972,20.323669053337895
"Multitech Motors, Sec 27 Faridabad",Uttar Pradesh,Faridabad,"Sector 19, Faridabad, Haryana 121002",28.41873,77.31114,7.0,9.531218440815096,12.839505122854272,16.103211807316598,22.135949748604936
"Sparsh , Garg Plaza - Dwarka",Delhi NCR,Delhi,"RZ A- 70, Garg Plaza, Dabri - Palam Road, Dwarka, Delhi, Delhi - 110043",28.60585,77.08133,7.0,8.160449633991767,11.813037354937272,17.838403309514533,18.551731666563516
"Rudra Motors, Wagholi",Maharashtra,Pune,"Gat No.1343/A, Near Ubale Nagar Bus Stop, Wagholi-412207",18.57391,73.9589,7.0,7.787847405358975,14.02022149770389,16.30028089962151,21.98184886086737
"Bafna, Tathawade",Maharashtra,Pune,"Gate No. 129/2B/1, Mumbai Bangalore Express Highway,Ashok Nagar, Tathawade, Pune-411033",18.62343,73.74568,7.0,8.269546770726205,10.36880979902219,17.186376618403862,19.263722621617386
"Croma Pune, Aundh",Maharashtra,Pune,"Survey No.127/2B/1A Nanasaheb Gaikwad Information Technology Park ITI Road, Near, Sarjaa Rd, Aundh, Pune,411007",18.55368,73.80696,7.0,9.701158775293964,13.768568766676907,16.951726880768533,22.459310752928978
"Godrej One, Vikhroli",Maharashtra,Mumbai,"4 Wheeler Parking area Godrej One Pirojshanagar, Eastern Express Highway, Vikhroli u00e2u0080u0093 East, Mumbai u00e2u0080u0093 400079",19.0925655,72.9223514,7.0,7.888724637336031,12.134292438289366,16.937757909156748,23.26612136698744
"Inderjit Cars, Mira Road",Maharashtra,Thane,"Platinum Building, Ground Floor,Opp. Pleasant Park,Next To Brand Factory Showroom,Mira Road-401107",19.277922,72.880256,7.0,7.7035387059512646,14.74988006674844,15.506720555400879,19.76351883205202
"IOCL, Breach Candy",Maharashtra,Mumbai,"Bhulabhai Desai Road, Breach Candy, near Tata Garden, Mumbai, Maharashtra 400026",18.96555,72.80346,7.0,9.78295435769221,12.553937765990538,16.77175755629744,18.562471474388857
"Puneet, Prabadevi",Maharashtra,Mumbai,"Lloyds Centre Point, Appasaheb Marathe Marg, Dadar West, Prabhadevi, Mumbai, Maharashtra 400025",19.01296,72.82652,7.0,8.553153726026283,13.416752503845892,16.69394334682365,21.939640664184946
"SAB Motors, Loni Road - Industrial Area",Maharashtra,Ghaziabad,"CF 1-1/1 to 1/5 Harsha Compound, Site II, Loni Road Industrial Area, Mohan Nagar, Ghaziabad, Uttar Pradesh - 201007",28.683213,77.377082,7.0,8.636206533813997,10.634833100773283,15.688833901953178,20.83425192330264
"Croma, L.B. Nagar",Maharashtra,Hyderabad,"CROMA, Ground Floor,D.V.Cascade,Plot 59A,59/B,59/C,59/D In Survey 9/9,Saroornagar Village,L.B.Nagar - 500074",17.352657,78.546636,7.0,8.367735826561997,13.03419647458638,15.28601206212484,21.029166552445613
"Sai Baba, Theregaon",Maharashtra,Pune,"5/4, Nakhate Nagar,Kalewadi Main Road,Theregaon,Pune-411033",18.611143,73.783103,7.0,9.212481037553797,12.265307677710123,16.64204747983269,20.99566357898189
"Sridha Motors, Chakan",Maharashtra,Chakan,"GAT NO. 143/3, PUNE-NASHIK HIGHWAY WAKI (KH), Maharashtra 410501",18.77893,73.87099,7.0,7.861851298049759,11.386026989899605,15.399168747484374,19.25807738627891
"Bikanerwala, NH 48 Panchgaon",Maharashtra,Panchgaon,"55th Mile Stone, NH 48, Kukrola, Panchgaon, Gurugram, Pin-122001",28.323394,76.901196,7.0,7.826380234810094,11.11104060955677,16.167576098886624,18.146909360706708
"IOCL - COCO, Prabhadevi",Maharashtra,Mumbai,"Plot No, P. N. 1207, CADELL RD. MUMBAI, PRABHADEVI CADEL RD., MUMBAI - 400022",19.018857,72.831076,7.0,9.179530256975905,13.193525995592726,15.800790809101821,18.110021245451712
"Nangia Cars, Hinghna",Maharashtra,Nagpur,33B 1/4 Hinghna MIDC Opp Nangia Speciality Hospital Nagpur 440028 ,21.13459,79.004423,7.0,7.868401678042103,14.75802006029551,17.29239879691855,22.38195411281444
"Jitendra Wheels, Ambad",Maharashtra,Nashik,"B-88 MIDC AMBAD, Mumbai Agra highway,Next to Hotel gateway Nashik-  422010",19.950077,73.749175,7.0,7.700870223260994,14.054409519842535,15.928729789084974,20.637245428717744
"Tata Power, Dharavi Colony",Maharashtra,Mumbai,"Tata Power Dharavi Colony labour camp dharavi ,Matunga ,Mumbai 400019",19.034402,72.85284,7.0,9.69484593524682,13.532853903070212,17.702770286115367,23.75253858227225
"Unique Automobiles, MIDC Shiroli",Maharashtra,Kolhapur,"S.No 592,H.No 4481 1st Stop MIDC Shiroli(P) Tal-Hatkanangale, Dist-Kolhapur-416122",16.753021,74.279095,7.0,7.05505977904114,13.186336855347951,16.31104130978969,21.495469449277333
"Dhoot Motors, Adalat Road",Maharashtra,Aurangabad,"ABC Complex, Adalat Road, Aurangabad, Maharashtra 431005Second location for survey : Adalat Road, Next to High Court, Aurangabad, Maharashtra 431005",19.872922,75.318613,7.0,8.902962146758172,12.660990183026925,16.18753434782703,20.878867392711264
"Nathani Heights, Mumbai Central",Maharashtra,Mumbai,"Junction of Bellasis Road and Dr D.B. Marg , Mumbai Central, Mumbai 400008",18.9688627,72.8207138,7.0,9.867356828882729,10.578367493377662,15.140591768875794,23.75543528667562
"Amanora Mall Big Bazar Parking, Hadapsar",Maharashtra,Pune,"Crescent Rd, Amanora Park Town, Hadapsar, Pune, Maharashtra 411028",18.51873971,73.936184,7.0,8.107467587361986,12.198846197177568,17.726909827812577,21.540264982675495
"Amnora Sport Arena, Hadapsar",Maharashtra,Pune,"Amanora Township , Hadpasar , Pune 411028",18.51566576,73.94607248,7.0,8.561535032023171,12.074178297546677,17.580608381826778,18.827671284749808
"CSMT Station, Fort",Maharashtra,Mumbai,"Chhatrapati Shivaji Maharaj Terminus, Fort, Mumbai, Maharashtra 400001",18.9453551,72.8383287,7.0,7.747400201448502,14.807961694379213,17.224324714413907,23.83926687589835
"Mahanagar Gas Limited, Wadala",Maharashtra,Mumbai,"MGL Terminal, opposite Anik Depot, Wadala, Mumbai, Maharashtra 400022",19.0472567,72.8783829,7.0,8.778600752142248,13.978247885757847,15.739084821689739,20.50408390085358
"IOCL COCO, BKC",Maharashtra,Mumbai,"Bandra Kurla Complex, New Coco At, C-67, Bharat Nagar Rd, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",19.0599578,72.8647916,7.0,9.657017987476467,12.301934881854407,17.8077308394778,20.870247170737944
"Vivera Hotels & Resorts, Loc 1, Narketpally",Telangana,Suryapet,"NH 65, Narketpally, Telangana - 508254",17.212796,79.166746,7.0,8.321452505606786,10.807084750232699,16.63825515895254,20.02716116992332
"Highway Hospitality, Rajugari Thota",Telangana,Suryapet,"NH 65, Rayangudem Village, Suryapet, Telangana-508213",17.1525348,79.5699188,7.0,7.601806700110384,11.817851872796437,16.826765119077603,21.376050929338952
"Zenith Chemical Works Pvt Ltd, Andheri East",Maharashtra,Mumbai,"Zenith Chemical Works Pvt Ltd. Plot No. B.6, Cross Road B, MIDC Marol, Andheri East residing at Mumbai-400093",19.1157451,72.8682563,7.0,7.856008982325095,14.94809509694315,15.051658283474046,19.542853738918705
"Panchjanya Motors, Bhosari",Maharashtra,Pune,"Wakad - Bhosari BRTS Road, Century Enka Colony, Bhosari, Pimpri-Chinchwad,Maharashtra 411039",18.61547,73.84618,7.0,8.458695694473331,11.94729473342236,17.31817948157503,21.265677221052464
"Panchjanya Motors, Chinchwad",Maharashtra,Pune,"No 49, Block D2, MIDC Ador Power Station, Chinchwad, Ram Nagar, Chinchwad, Pune,Maharashtra 411039",18.648576,73.798872,7.0,8.804567084016231,10.771858618464247,17.807190181947544,19.365853165508245
"Hotel Sai International Yelur, Sangali",Maharashtra,Yelur,"Pune Bangalore Highway (NH-4, Vasant Park Chougle Plot, Yelur, Maharashtra 415411",16.956461,74.275721,7.0,8.67221904293453,11.260644741066866,16.988719787246563,20.49044274105178
"Sangam Hotel, Pune- Bangalore Road",Maharashtra,Karad,"NH 4, Pune-Bangalore Road, Near Kolhapur Naka, Karad, Maharashtra 415110",17.2737243,74.1802756,7.0,8.425096372778153,14.573991626322119,17.40459880690814,20.54005341075058
"Amrai Hotel & Resort , NH 4 Shendre",Maharashtra,Satara,"KG.NO 207/B, Plot No-1&2, Near National Highway No-4, Shendre, Satara, Maharashtra 415002",17.63820763,74.01209174,7.0,9.513606566392713,14.523185596251924,15.653737736769465,18.651058244955106
"AH Group, Hinjewadi Phase I",Maharashtra,Pune,"Aditya Infotech Park ,SBI Bank ,Phase I , Hinjewadi Pune 411057",18.589877,73.7383657,7.0,9.603724120874709,12.05409092027196,15.068075567119305,23.270020774809158
"Jaika Motors, Civil Lines",Maharashtra,Nagpur,Jaika Motors Pvt Ltd.Post Box No.1 Commercial Road Civil Lines Nagpur 440001,21.155667,79.078708,7.0,9.435536616934897,14.071751072975907,15.54490173913944,23.477363581743514
"IOCL Kini Causway, Bandra West",Maharashtra,Mumbai,"36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",19.051601,72.838011,7.0,8.535690407176727,13.324794675904258,15.596998018852412,23.383259466075387
"IOCL Hundred Percent Filling & Service Station, Dwarka",Maharashtra,Delhi,"Sector 9, Dwarka, New Delhi, Delhi 110073",28.578641,77.05962,7.0,8.978926585916142,14.048285798331179,15.541693764786164,19.803614940108094
"Vikarsh Nano technology, Dhangarwadi",Maharashtra,Satara,"Vikarsh Nano technology & Alloys pvt ltd, Gat No 273&274, Dhangarwadi village Tal- Khandala, Shirwal Dist- Satara 412801",18.11289,73.98985,7.0,7.589282290336584,14.097347192895782,15.716778151370434,19.097653955395877
"Oberai Motors,  ISBT Rd",Uttarakhand,Dehradun,"Near, ISBT Chowk, Shimla Bypass Rd, Majra, Dehradun, Uttarakhand 248001",30.289739,77.998788,7.0,7.302895828581089,12.26986257272677,15.56348462082037,21.880752385189396
"IOCL - COCO ALE 101, Mohabbatpur",Uttar Pradesh,Mainpuri,IndianOil Petrol pump at Km Stone 101.2 LHS Village Mohabbatpur Tehsil karhal Distt Mainpuri - 205268,26.968708,79.019513,7.0,7.020215487901384,12.284452853437035,16.964024356293855,22.874312381332764
"IOCL - COCO WRD, Agarkar Nagar",Maharashtra,Pune,"Agarkar Nagar, Pune, Maharashtra 411001",18.5269679,73.8655123,7.0,7.5732231025960814,12.136822056168421,15.17148580604536,18.860498846325363
"MIDAS Auto, Industrial Area ",Uttarakhand,Haridwar,"No E17 Old, Industrial Area, Haridwar, Uttarakhand 249401",29.942456,78.144234,7.0,9.912128422762516,11.295323409919545,15.940415652775256,21.77162429998745
"Matsya Amazon Kitchens, Kurnool Rd",Andhra Pradesh,Kurnool,"NH 44; Bangalore - Hyderabad  highway, Kurnool Rd, Andhra Pradesh 518216",15.576915,77.93704,7.0,8.767493779968364,14.679396759305824,15.760287935835429,21.01660005243238
"Uniworld City, New Town",West Bengal,Kolkata,"Uniworld City, Newtown, New Town, West Bengal 700156",22.561997,88.492903,7.0,7.352642786461665,14.808098028526482,16.656539004537038,23.46771414636896
"Hotel Grand Leela Krishna, Bhimavaram",Andhra Pradesh,Bhimavaram,"Undi Rd, Balusumoodi, Bhimavaram, Andhra Pradesh 534202",16.5451748,81.5199403,7.0,9.297286829271158,14.325947212800838,16.134552991058765,23.89386407737787
"Jadhav Solar & Automotives, Badnera",Maharashtra,Amravati,"Jadhav Solar & Automotives Pvt.  Ltd., Jadhav E-Vehicles, Ground floor, Rangoli Pearl Hotel, Nawathe Square, Badnera Road, Amravati, MH- 444607",20.909443,77.7522447,7.0,8.942544992950339,10.148536687445931,15.125860695743505,21.195643712885357
"IOCL - SUJIT AUTOMOBILES, Bangalore-Kanyakumari Road",Maharashtra,Butibori,"Bangalore - Salem - Madurai - Kanyakumari Road, Butibori, Maharashtra 441108",20.92258656,78.99986387,7.0,9.910974587445057,12.074955907598486,17.24260997019508,23.38990794572412
"Hotel Sanskruti , Trambakeshwar Rd",Maharashtra,Nashik,"Trambakeshwar Rd, Belgaon Dhaga, Nashik, Maharashtra 422007",19.973146,73.68105,7.0,8.745995869588283,14.643030117160023,17.509505105813258,22.45596547237741
"RKL TML Showroom, Sec 9 GIDA",Uttar Pradesh,Gorakhpur,"AL -4A, Sector 9 GIDA , Gorakhpur, Uttar Pradesh- 273209",26.743642,84.263369,7.0,9.89980747773688,10.307221784162698,16.466024710868357,18.479093427275572
"Datson Electronics, Gorhe",Maharashtra,Pune,"M/s. Datson Electronics pvt ltd Gat.No.30. Sinhagad Road , Gorhe Budruk .Tal- Haveli Next To Savali Resort , Off Sinhagad Road . Village Gorhe . Pune - 411025",18.423343,73.754875,7.0,7.354605717128147,10.913527049725129,15.001007744094537,21.786468660737
"Ace Kudale Cycles, Manjri  Bk",Maharashtra,Pune,"Manjri Bk, Pune, Maharashtra 412307",18.4957722,73.97893593,7.0,8.108173525679696,10.748531535684029,17.860727665601598,21.190342863714704
"Hotel Dreamland, ST Main Market Mahabaleshwar",Maharashtra,Mahabaleshwar,"BUS STAND, MAIN MARKET, behind S.T, Mahabaleshwar, Maharashtra 412806",17.92564438,73.65552014,7.0,9.065085753778337,10.699419505810164,17.26649010299932,21.60558521989982
"ARDEE MALL, Sec 52 Gurgaon",Delhi NCR,Gurgaon,"Ardee City Road, Sector 52, Gurgaon-122022",28.444672,77.08082,7.0,8.176871972599502,13.7388722066792,17.72618677431373,18.606731178348895
"Hotel Baba Ramdev, Sirohi",Rajasthan,Sirohi,"Hotel Baba Ramdev Campus, Nh. 62, near Paladi (m), Vera Vilpur, Sirohi, Rajasthan 307043",24.973775,72.895964,7.0,7.940954545354581,10.085330245153763,16.587255622721933,20.55108813648449
"Hare Krishna Mahindra, Mulund West",Maharashtra,Mumbai,"Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",19.163979,72.938751,7.0,9.044882094273841,14.862527122983746,17.644259421128343,23.885079841348443
"Brookfield, Powai",Maharashtra,Mumbai,"Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11637,72.91086,7.0,7.964282312109124,13.064628214241047,16.8001274636489,18.123571373546874
"Brookfield, Powai",Maharashtra,Mumbai,"Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11644,72.90968,7.0,7.289956542711093,14.525755307835663,17.202864497438433,22.882727035169466
"MG Ranchi, Line Tank Road",Jharkhand,Ranchi,"Near Firayalals Pulsar Plaza, Line Tank Rd, Ranchi, Jharkhand 834001",23.371745,85.326113,7.0,9.51458049662238,10.746271499790867,17.455060623015175,19.293003824308244
"MG Bhubaneswar, NH 16",Odisha,Bhubaneswar,"Plot No. 86/88, Near Apex Institute of Technology & Management, Pahala, NH-16, Bhubaneswar, Odisha-752101",20.352134,85.8903743,7.0,7.284935398686742,12.883174211858687,16.344385159769136,18.25270381296007
"Ginger Nashik , Satpur Colony",Maharashtra,Nashik,"Plot No P 20 (Part), Satpur MIDC Near Satpur MIDC Police Station (Near Bank of India, Branch Nashik, Trimbakeshwar Rd, MIDC, Satpur Colony, Nashik, Maharashtra 422007",19.991881,73.743904,7.0,9.447585984369749,14.210726072536279,17.753608412034644,18.34046654785971
"TML- Sterling Motors , Renuka Nagar",Maharashtra,Nashik,"PB No 033, Old Agra Rd, Gadkari Chowk, Renuka Nagar, Nashik, Maharashtra 422001",19.9932,73.783133,7.0,9.547812264220106,11.69344319792755,17.429133446180984,21.270585397038765
"Satish Motors, Wanjarwadi",Maharashtra,Aurangabad,"Plot No72/1 Saharanpur, Wanjarwadi Aurangabad 431002",19.911983,75.232932,7.0,9.537692303967296,11.999949354852145,17.941151715931937,18.861645883014422
"Heritage Motors, Ghodbunder",Maharashtra,Thane,"Rosa Vista, MH SH 42, opp. Suraj Water Park, Thane, Maharashtra 400607",19.25612,72.97145,7.0,8.432348689895747,11.167227590994422,17.97013643467606,21.63941680635998
"IOCL Karari Fuels, NH 44 Kishangarh",PUNJAB,Kisangarh,"NH 44, Kishangarh chownk, Jalandhar - Pathankot Rd, Punjab 144301",31.431348,75.620357,7.0,8.916140592454754,10.33598242015069,16.643147213055492,18.15951616077649
"IOCL Royal Petro, NH 44",Haryana,Karnal,"NH 44, Near The Royal Paradise Resort , Karnal- 132001",29.731581,76.976511,7.0,9.885948623000528,14.555049570750139,16.832493611449184,21.489862792665775
"Smile Stone Motels, Kamargaon",Maharashtra,Ahmednagar,"76/B, Nagar-Pune Road, Kamargaon, Ahmednagar,Maharashtra-411005",18.9852363,74.5760075,7.0,8.175196635038715,14.646608873302615,16.159549160836956,19.733768971394735
"IOCL COCO u00e2u0080u0093 Central Jail RO, Rambagh",Madhya Pradesh,Indore,"Snehlataganj, Indore, Madhya Pradesh 452003",22.335789,73.173794,7.0,7.564227903190347,14.636134407697348,15.072545573087611,22.115689656424227
"IOCL - Vrindavan Fuels, Mangal Nagar,Manikbagh",Madhya Pradesh,Indore,"Manikbagh, Mangal Nagar, Indore, Madhya Pradesh 452014",22.6848351,75.8558249,7.0,8.464874758098542,11.591427290811824,16.068067930053683,19.125662515968315
"Chandrani Enterprises, Bogra",West Bengal,Bardhaman,"N/536 BOGRA CHATTI National Highway 2 Paschim Burdwan. , Bogra, Bardhaman- 713332",23.663888,87.057978,7.0,9.472209789165191,13.663628451854311,16.42314524759531,19.64774875784462
"TC Motors, Domjur",West Bengal,Howrah,"NH 16, Salap More, near Kolkata West International City, Domjur, Howrah, West Bengal 711403",22.614383,88.273187,7.0,8.848015540035231,14.182612652196376,16.486891217985505,18.532258933504334
"Orange Auto, Erragadda",Telangana,Hyderabad,"8-3-165, Beside Gokul Theatre, Erragadda, Hyderabad u00e2u0080u0093 500018",17.454398,78.434575,7.0,8.098869456976034,12.499168517160141,15.652680147095213,20.669476895718084
"Orange Auto, Karkhana",Telangana,Hyderabad,"Plot No 54, Gayatri Westend Kakaguda, Karkhana, Secunderabad - 500015",17.45848,78.5,7.0,9.4815424938237,10.227232060887724,16.29942646084622,18.35724977902069
"KRAFT AUTO, Bokaro Industrial Area",Jharkhand,Bokaro,"Plot no.- II/A 88, Phase - II,Bokaro Industrial Area,Bokaro - Jharkhand 827014 ",23.66473,86.073024,7.0,7.27760697787787,14.99680847478545,17.536338315877572,22.940835916764286
"IOCL COCO Palayamputhur, Palyampudur",Tamil Nadu,Palyampudur,"Dharmapuri Main Road, Palayampudur, Tamil Nadu 636807",12.0243727,78.0979115,7.0,7.171083275098023,13.861403292980954,15.09373349756501,21.426787298343992
"Four Points By Sheraton Hotel, Nagar Road",Maharashtra,Pune,"5th Milestone, Nagar Road, Pune - 411014",18.562826,73.922392,7.0,9.017487745448975,13.961576504736588,15.660296123598552,22.618439949316283
"IOCL - Ruchika Service Station, Mayur Vihar",Delhi NCR,Delhi,"KONDLI GHARAOLI,  MAYUR VIHAR PH-III NEW DELHI-110096",28.6034988,77.3354221,7.0,7.017966981462707,12.184990515634624,16.614994272150284,18.716051360730518
"IOCL Laxmi Narayan Petroleum, Changodar",Gujarat,Changodar,"National Highway 8A, Changodar, Gujarat 382210",22.9378139,72.455668,7.0,8.730963957905239,10.830179961209932,17.188342187229203,22.682167178539025
"IOCL Om Petroleum, Kamod",Gujarat,Kamod,"Kamod, Gujarat 382427",22.9247437,72.5434955,7.0,7.9762787321906625,10.809425078891913,16.438512418456604,19.624090789079343
"IOCL Omkar Petroleum, Subhanpura",Gujarat,Vadodara,"High Tension Rd, Subhanpura, Vadodara, Gujarat 390023",22.3216986,73.154986,7.0,7.5078561067939384,11.37664659099335,17.98572386142491,22.63907028877587
Hotel Mamalla,West Bengal,Siliguri,"Reliance Industrial Consortium Ltd. NH 31 Baniakhari, Kusumnagar Landmark, beside Barsana Hotel, Matigara, Siliguri, West Bengal 734010",26.729623,88.373903,7.0,8.172228936181961,14.910765711490685,16.397103880224204,23.492543249378922
"Hotel Mamalla Heritage, Fisherman Colony",Tamil Nadu,Mahabalipuram,"104 east raja street, Mahabalipuram, Tamil Nadu 603104",12.61860448,80.19400597,7.0,9.267673426524258,12.60940768995752,15.519344316589327,20.2258677257717
"Mahati Industries limited, Shankar Sheth Road",Maharashtra,Pune,"32/33, Shankar Sheth Road, B/H S T Workshop, Shankar Sheth Road, Pune, Maharashtra-411037",18.4995583,73.8685639,7.0,9.17930422048802,14.157040608577239,15.229810318968733,23.41680636478537
"Blue Moon Highway Restaurant, Bangalore-Hyderabad Highway",Andhra Pradesh,Anantapuram,"NH 44; Bangalore - Hyderabad  highway, 116/1B, Midthuru, Peddavaduguru, Anantapuram, Andhra Pradesh 515405",15.02395,77.620628,7.0,7.798941480879867,12.683822867295508,16.08761681277253,20.655748518340413
"Dion Automotives, Ankuli Bye Pass Road",Odisha,Berhampur,"Ankuli Bye Pass Road, Berhampur, Ganjam Dist ODISHA 760010",19.298988,84.831762,7.0,8.751414818930208,14.91897133505508,16.330157545980967,19.769774698500303
"Shyam Automotive, AB Road",Madhya Pradesh,Indore,"A B Road, Before Emerald Heights School, Indore, Madhya Pradesh 453331",22.6520302,75.821321,7.0,8.29813162812755,10.065919531254677,17.256305596119635,19.258866349667368
"Aavas Hotels & Resorts, NH 16 Velampalli",Andhra Pradesh,Ongole,"NH 16, Vijayawada - Nellore Hwy, Vellampalli (Maddipadu) Ongole,  Andhra Pradesh u00e2u0080u0093 523211",15.6382976,80.0167529,7.0,8.617421885256002,10.25154945048755,15.748942493263781,22.376017318732075
"Sairam Automobiles, Light Industrial Area",Chhattisgarh,Khursipar," Zone III, Light Industrial Area, Khursipar, Chhattisgarh 490011",21.206036,81.3418606,7.0,8.293449115466055,12.429654067034399,15.217201149661275,20.84281754746493
"Pacific Mall, Netaji Subash Palace",Delhi NCR,Delhi,"Pitam Pura, New Delhi, Delhi 110034",28.6933409,77.1531325,7.0,7.027670132258373,12.156217501676155,15.923160388196234,19.306328463920405
"Tristar Auto Agencies, RK Beach Junction",Andhra Pradesh,Vizag,"Beside Kali Matha Mandhir, RK Beach Junction, Visakhapatnam-530002",17.71241304,83.3184811,7.0,7.588752596532778,14.5291341000216,17.91660138323449,23.609259639642378
"Zostel, Dandeghar",Maharashtra,Panchgani,"Panchgani, Wai, Main Road, Dandeghar, Maharashtra 412805",17.9335258,73.8158574,7.0,9.471285383299819,14.733695747946431,17.101202352249683,22.44680928367798
"Rama Automobiles, Patilwada",Maharashtra,Pune,"Ground Floor Pune Nasik Highway, Manchar, Shevawadi, behind Morde Food Product Company, Patilwada, Pune, Maharashtra 410503",18.99132729,73.94277954,7.0,8.852521118715783,14.811681185838168,16.999256396899185,23.831005642728698
"Hotel Temple View, Sai Nagar",Maharashtra,Shirdi,"Sai Murali Complex, Manmad Rd, opp. Sai Temple Nagar, Sai Nagar, Shirdi, Maharashtra 423109",19.7650352,74.4754592,7.0,8.115854429601463,10.157674137688346,15.740509253993679,19.25769389438998
"Oberoi Mall, Goregaon",Maharashtra,Mumbai,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.1737611,72.8600172,7.0,9.891704342600548,10.909260933853517,17.20437890301465,21.449873996135484
"Oberoi Mall, Goregaon",Maharashtra,Mumbai,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.1737611,72.8600172,7.0,9.171760884485629,10.979760547272097,16.90537938191565,19.919384987401823
"Daspalla Hotels, Suryabagh",Andhra Pradesh,Vizag,"Hotel Daspalla Visakhapatnam, 28-2-48, Suryabagh, Jagadamba Junction,A P 530020",17.7105539,83.3008275,7.0,8.523582330962222,12.76074834146553,16.064967328631546,23.491177893322664
"Hotel Greenland Towers, NH 6 & 16 ",West Bengal,Rupnarayanpur,"NH 6&16, Industrial Area, Rupnarayanpur, West Bengal 721301",22.380721,87.365968,7.0,9.290655764961052,12.31022271485785,15.281414990254625,19.859354942612292
"Trupti Enterprises, Bhagabanpur Industrial Area",Odisha,Bhubaneswar,"IDCO, Plot No 16, 17, 32&33 Bhagabanpur Industrial Area, Bhubaneswar, Odisha 751019",20.238165,85.756643,7.0,8.19122760149565,14.344795234279847,15.411702618573417,18.244096009124142
"TDI Business Centre, Mohali",PUNJAB,Mohali,"TDI Business Centre, Sector 118, TDI City, Mohali - 160055",30.7366917,76.6803752,7.0,8.757857810121227,10.914523375772733,17.295523109601913,22.31549058142679
